Axis1,Axis2,Axis3,datetime,hand,hand_dominance,type,hand_type,session,hand_label,id
44,29,9,2017-05-23 19:56:41,R,R,td,dom,ndom,dom,TD15
0,0,6,2017-05-23 19:56:42,R,R,td,dom,ndom,dom,TD15
112,119,43,2017-05-23 19:56:42,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:43,R,R,td,dom,ndom,dom,TD15
131,84,72,2017-05-23 19:56:43,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:44,R,R,td,dom,ndom,dom,TD15
80,179,49,2017-05-23 19:56:44,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:45,R,R,td,dom,ndom,dom,TD15
83,143,82,2017-05-23 19:56:45,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:46,R,R,td,dom,ndom,dom,TD15
85,26,56,2017-05-23 19:56:46,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:47,R,R,td,dom,ndom,dom,TD15
95,133,64,2017-05-23 19:56:47,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:48,R,R,td,dom,ndom,dom,TD15
64,33,44,2017-05-23 19:56:48,L,R,td,ndom,ndom,ndom,TD15
68,132,39,2017-05-23 19:56:49,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:49,R,R,td,dom,ndom,dom,TD15
67,92,34,2017-05-23 19:56:50,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:50,R,R,td,dom,ndom,dom,TD15
11,82,0,2017-05-23 19:56:51,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:51,R,R,td,dom,ndom,dom,TD15
0,0,0,2017-05-23 19:56:52,R,R,td,dom,ndom,dom,TD15
137,133,75,2017-05-23 19:56:52,L,R,td,ndom,ndom,ndom,TD15
98,36,49,2017-05-23 19:56:53,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:53,R,R,td,dom,ndom,dom,TD15
74,59,48,2017-05-23 19:56:54,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:54,R,R,td,dom,ndom,dom,TD15
0,0,0,2017-05-23 19:56:55,R,R,td,dom,ndom,dom,TD15
73,107,39,2017-05-23 19:56:55,L,R,td,ndom,ndom,ndom,TD15
77,111,53,2017-05-23 19:56:56,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:56,R,R,td,dom,ndom,dom,TD15
0,0,0,2017-05-23 19:56:57,R,R,td,dom,ndom,dom,TD15
77,119,42,2017-05-23 19:56:57,L,R,td,ndom,ndom,ndom,TD15
89,71,47,2017-05-23 19:56:58,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:56:58,R,R,td,dom,ndom,dom,TD15
0,0,0,2017-05-23 19:56:59,R,R,td,dom,ndom,dom,TD15
39,18,18,2017-05-23 19:56:59,L,R,td,ndom,ndom,ndom,TD15
0,0,0,2017-05-23 19:57:00,R,R,td,dom,ndom,dom,TD15
52,124,39,2017-05-23 19:57:00,L,R,td,ndom,ndom,ndom,TD15
225,159,284,2017-05-23 19:46:10,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:10,L,R,td,ndom,dom,ndom,TD16
134,73,251,2017-05-23 19:46:11,R,R,td,dom,dom,dom,TD16
0,42,0,2017-05-23 19:46:11,L,R,td,ndom,dom,ndom,TD16
78,87,89,2017-05-23 19:46:12,R,R,td,dom,dom,dom,TD16
0,1,0,2017-05-23 19:46:12,L,R,td,ndom,dom,ndom,TD16
0,4,0,2017-05-23 19:46:13,L,R,td,ndom,dom,ndom,TD16
127,146,95,2017-05-23 19:46:13,R,R,td,dom,dom,dom,TD16
114,99,71,2017-05-23 19:46:14,R,R,td,dom,dom,dom,TD16
0,3,0,2017-05-23 19:46:14,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:15,L,R,td,ndom,dom,ndom,TD16
91,60,41,2017-05-23 19:46:15,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:16,L,R,td,ndom,dom,ndom,TD16
87,51,60,2017-05-23 19:46:16,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:17,L,R,td,ndom,dom,ndom,TD16
58,57,49,2017-05-23 19:46:17,R,R,td,dom,dom,dom,TD16
128,59,73,2017-05-23 19:46:18,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:18,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:19,L,R,td,ndom,dom,ndom,TD16
42,94,99,2017-05-23 19:46:19,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:20,L,R,td,ndom,dom,ndom,TD16
103,100,110,2017-05-23 19:46:20,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:21,L,R,td,ndom,dom,ndom,TD16
125,66,93,2017-05-23 19:46:21,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:22,L,R,td,ndom,dom,ndom,TD16
86,91,57,2017-05-23 19:46:22,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:23,L,R,td,ndom,dom,ndom,TD16
100,146,96,2017-05-23 19:46:23,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:24,L,R,td,ndom,dom,ndom,TD16
99,145,109,2017-05-23 19:46:24,R,R,td,dom,dom,dom,TD16
84,127,90,2017-05-23 19:46:25,R,R,td,dom,dom,dom,TD16
0,2,0,2017-05-23 19:46:25,L,R,td,ndom,dom,ndom,TD16
95,89,144,2017-05-23 19:46:26,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:26,L,R,td,ndom,dom,ndom,TD16
97,181,75,2017-05-23 19:46:27,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:27,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:28,L,R,td,ndom,dom,ndom,TD16
80,152,41,2017-05-23 19:46:28,R,R,td,dom,dom,dom,TD16
110,76,60,2017-05-23 19:46:29,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:29,L,R,td,ndom,dom,ndom,TD16
176,130,159,2017-05-23 19:46:30,R,R,td,dom,dom,dom,TD16
0,3,3,2017-05-23 19:46:30,L,R,td,ndom,dom,ndom,TD16
115,87,84,2017-05-23 19:46:31,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:31,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:32,L,R,td,ndom,dom,ndom,TD16
86,114,74,2017-05-23 19:46:32,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:33,L,R,td,ndom,dom,ndom,TD16
120,113,79,2017-05-23 19:46:33,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:34,L,R,td,ndom,dom,ndom,TD16
70,165,65,2017-05-23 19:46:34,R,R,td,dom,dom,dom,TD16
100,152,74,2017-05-23 19:46:35,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:35,L,R,td,ndom,dom,ndom,TD16
146,154,86,2017-05-23 19:46:36,R,R,td,dom,dom,dom,TD16
0,2,2,2017-05-23 19:46:36,L,R,td,ndom,dom,ndom,TD16
206,165,223,2017-05-23 19:46:37,R,R,td,dom,dom,dom,TD16
0,3,0,2017-05-23 19:46:37,L,R,td,ndom,dom,ndom,TD16
0,1,0,2017-05-23 19:46:38,L,R,td,ndom,dom,ndom,TD16
144,61,63,2017-05-23 19:46:38,R,R,td,dom,dom,dom,TD16
133,51,84,2017-05-23 19:46:39,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:39,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:40,L,R,td,ndom,dom,ndom,TD16
100,81,98,2017-05-23 19:46:40,R,R,td,dom,dom,dom,TD16
1,2,0,2017-05-23 19:46:41,L,R,td,ndom,dom,ndom,TD16
190,153,111,2017-05-23 19:46:41,R,R,td,dom,dom,dom,TD16
1,6,0,2017-05-23 19:46:42,L,R,td,ndom,dom,ndom,TD16
30,116,56,2017-05-23 19:46:42,R,R,td,dom,dom,dom,TD16
130,71,87,2017-05-23 19:46:43,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:43,L,R,td,ndom,dom,ndom,TD16
94,135,80,2017-05-23 19:46:44,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:44,L,R,td,ndom,dom,ndom,TD16
172,44,58,2017-05-23 19:46:45,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:45,L,R,td,ndom,dom,ndom,TD16
108,104,80,2017-05-23 19:46:46,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:46,L,R,td,ndom,dom,ndom,TD16
163,116,103,2017-05-23 19:46:47,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:47,L,R,td,ndom,dom,ndom,TD16
132,100,72,2017-05-23 19:46:48,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:48,L,R,td,ndom,dom,ndom,TD16
0,0,4,2017-05-23 19:46:49,L,R,td,ndom,dom,ndom,TD16
106,160,40,2017-05-23 19:46:49,R,R,td,dom,dom,dom,TD16
120,67,78,2017-05-23 19:46:50,R,R,td,dom,dom,dom,TD16
0,0,2,2017-05-23 19:46:50,L,R,td,ndom,dom,ndom,TD16
62,125,22,2017-05-23 19:46:51,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:51,L,R,td,ndom,dom,ndom,TD16
75,154,53,2017-05-23 19:46:52,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:52,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:53,L,R,td,ndom,dom,ndom,TD16
88,70,60,2017-05-23 19:46:53,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:54,L,R,td,ndom,dom,ndom,TD16
124,97,82,2017-05-23 19:46:54,R,R,td,dom,dom,dom,TD16
91,80,79,2017-05-23 19:46:55,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:55,L,R,td,ndom,dom,ndom,TD16
109,64,97,2017-05-23 19:46:56,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:56,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:46:57,L,R,td,ndom,dom,ndom,TD16
117,107,74,2017-05-23 19:46:57,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:58,L,R,td,ndom,dom,ndom,TD16
121,93,75,2017-05-23 19:46:58,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:46:59,L,R,td,ndom,dom,ndom,TD16
92,85,62,2017-05-23 19:46:59,R,R,td,dom,dom,dom,TD16
104,94,73,2017-05-23 19:47:00,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:47:00,L,R,td,ndom,dom,ndom,TD16
86,86,72,2017-05-23 19:47:01,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:47:01,L,R,td,ndom,dom,ndom,TD16
123,123,48,2017-05-23 19:47:02,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:47:02,L,R,td,ndom,dom,ndom,TD16
94,124,77,2017-05-23 19:47:03,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:47:03,L,R,td,ndom,dom,ndom,TD16
175,77,86,2017-05-23 19:47:04,R,R,td,dom,dom,dom,TD16
13,13,41,2017-05-23 19:47:04,L,R,td,ndom,dom,ndom,TD16
103,44,102,2017-05-23 19:47:05,R,R,td,dom,dom,dom,TD16
40,41,110,2017-05-23 19:47:05,L,R,td,ndom,dom,ndom,TD16
33,43,33,2017-05-23 19:47:06,R,R,td,dom,dom,dom,TD16
0,4,21,2017-05-23 19:47:06,L,R,td,ndom,dom,ndom,TD16
0,0,1,2017-05-23 19:47:07,L,R,td,ndom,dom,ndom,TD16
167,97,117,2017-05-23 19:47:07,R,R,td,dom,dom,dom,TD16
161,51,95,2017-05-23 19:47:08,R,R,td,dom,dom,dom,TD16
0,4,2,2017-05-23 19:47:08,L,R,td,ndom,dom,ndom,TD16
0,0,0,2017-05-23 19:47:09,L,R,td,ndom,dom,ndom,TD16
86,56,15,2017-05-23 19:47:09,R,R,td,dom,dom,dom,TD16
0,0,0,2017-05-23 19:47:10,L,R,td,ndom,dom,ndom,TD16
25,11,15,2017-05-23 19:47:10,R,R,td,dom,dom,dom,TD16
47,66,135,2017-05-23 19:49:00,L,R,td,ndom,ndom,ndom,TD16
0,11,0,2017-05-23 19:49:00,R,R,td,dom,ndom,dom,TD16
0,5,2,2017-05-23 19:49:01,R,R,td,dom,ndom,dom,TD16
295,124,146,2017-05-23 19:49:01,L,R,td,ndom,ndom,ndom,TD16
166,89,87,2017-05-23 19:49:02,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:02,R,R,td,dom,ndom,dom,TD16
117,73,100,2017-05-23 19:49:03,L,R,td,ndom,ndom,ndom,TD16
0,8,9,2017-05-23 19:49:03,R,R,td,dom,ndom,dom,TD16
0,0,2,2017-05-23 19:49:04,R,R,td,dom,ndom,dom,TD16
122,58,95,2017-05-23 19:49:04,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:05,R,R,td,dom,ndom,dom,TD16
132,131,77,2017-05-23 19:49:05,L,R,td,ndom,ndom,ndom,TD16
47,58,42,2017-05-23 19:49:06,L,R,td,ndom,ndom,ndom,TD16
0,0,9,2017-05-23 19:49:06,R,R,td,dom,ndom,dom,TD16
107,117,72,2017-05-23 19:49:07,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:07,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:08,R,R,td,dom,ndom,dom,TD16
78,103,65,2017-05-23 19:49:08,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:09,R,R,td,dom,ndom,dom,TD16
118,140,48,2017-05-23 19:49:09,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:10,R,R,td,dom,ndom,dom,TD16
90,132,50,2017-05-23 19:49:10,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:11,R,R,td,dom,ndom,dom,TD16
87,98,68,2017-05-23 19:49:11,L,R,td,ndom,ndom,ndom,TD16
0,0,3,2017-05-23 19:49:12,R,R,td,dom,ndom,dom,TD16
54,73,57,2017-05-23 19:49:12,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:13,R,R,td,dom,ndom,dom,TD16
144,111,91,2017-05-23 19:49:13,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:14,R,R,td,dom,ndom,dom,TD16
212,115,110,2017-05-23 19:49:14,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:15,R,R,td,dom,ndom,dom,TD16
142,91,17,2017-05-23 19:49:15,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:16,R,R,td,dom,ndom,dom,TD16
113,97,31,2017-05-23 19:49:16,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:17,R,R,td,dom,ndom,dom,TD16
131,77,43,2017-05-23 19:49:17,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:18,R,R,td,dom,ndom,dom,TD16
114,67,88,2017-05-23 19:49:18,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:19,R,R,td,dom,ndom,dom,TD16
136,103,74,2017-05-23 19:49:19,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:20,R,R,td,dom,ndom,dom,TD16
120,68,88,2017-05-23 19:49:20,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:21,R,R,td,dom,ndom,dom,TD16
110,88,30,2017-05-23 19:49:21,L,R,td,ndom,ndom,ndom,TD16
114,105,78,2017-05-23 19:49:22,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:22,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:23,R,R,td,dom,ndom,dom,TD16
89,42,43,2017-05-23 19:49:23,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:24,R,R,td,dom,ndom,dom,TD16
105,75,51,2017-05-23 19:49:24,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:25,R,R,td,dom,ndom,dom,TD16
125,99,69,2017-05-23 19:49:25,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:26,R,R,td,dom,ndom,dom,TD16
79,120,60,2017-05-23 19:49:26,L,R,td,ndom,ndom,ndom,TD16
102,197,49,2017-05-23 19:49:27,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:27,R,R,td,dom,ndom,dom,TD16
98,161,109,2017-05-23 19:49:28,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:28,R,R,td,dom,ndom,dom,TD16
74,177,100,2017-05-23 19:49:29,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:29,R,R,td,dom,ndom,dom,TD16
109,173,100,2017-05-23 19:49:30,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:30,R,R,td,dom,ndom,dom,TD16
121,179,52,2017-05-23 19:49:31,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:31,R,R,td,dom,ndom,dom,TD16
75,73,20,2017-05-23 19:49:32,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:32,R,R,td,dom,ndom,dom,TD16
163,110,74,2017-05-23 19:49:33,L,R,td,ndom,ndom,ndom,TD16
0,0,4,2017-05-23 19:49:33,R,R,td,dom,ndom,dom,TD16
211,113,87,2017-05-23 19:49:34,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:34,R,R,td,dom,ndom,dom,TD16
103,127,84,2017-05-23 19:49:35,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:35,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:36,R,R,td,dom,ndom,dom,TD16
93,86,11,2017-05-23 19:49:36,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:37,R,R,td,dom,ndom,dom,TD16
114,80,25,2017-05-23 19:49:37,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:38,R,R,td,dom,ndom,dom,TD16
29,62,7,2017-05-23 19:49:38,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:39,R,R,td,dom,ndom,dom,TD16
91,68,14,2017-05-23 19:49:39,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:40,R,R,td,dom,ndom,dom,TD16
124,79,41,2017-05-23 19:49:40,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:41,R,R,td,dom,ndom,dom,TD16
113,235,44,2017-05-23 19:49:41,L,R,td,ndom,ndom,ndom,TD16
64,223,37,2017-05-23 19:49:42,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:42,R,R,td,dom,ndom,dom,TD16
131,139,27,2017-05-23 19:49:43,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:43,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:44,R,R,td,dom,ndom,dom,TD16
168,109,35,2017-05-23 19:49:44,L,R,td,ndom,ndom,ndom,TD16
143,145,46,2017-05-23 19:49:45,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:45,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:46,R,R,td,dom,ndom,dom,TD16
127,90,42,2017-05-23 19:49:46,L,R,td,ndom,ndom,ndom,TD16
161,144,66,2017-05-23 19:49:47,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:47,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:48,R,R,td,dom,ndom,dom,TD16
61,98,54,2017-05-23 19:49:48,L,R,td,ndom,ndom,ndom,TD16
58,57,12,2017-05-23 19:49:49,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:49,R,R,td,dom,ndom,dom,TD16
134,163,85,2017-05-23 19:49:50,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:50,R,R,td,dom,ndom,dom,TD16
0,0,0,2017-05-23 19:49:51,R,R,td,dom,ndom,dom,TD16
125,130,92,2017-05-23 19:49:51,L,R,td,ndom,ndom,ndom,TD16
90,144,42,2017-05-23 19:49:52,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:52,R,R,td,dom,ndom,dom,TD16
29,55,29,2017-05-23 19:49:53,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:53,R,R,td,dom,ndom,dom,TD16
78,84,20,2017-05-23 19:49:54,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:54,R,R,td,dom,ndom,dom,TD16
127,220,47,2017-05-23 19:49:55,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:55,R,R,td,dom,ndom,dom,TD16
76,119,48,2017-05-23 19:49:56,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-05-23 19:49:56,R,R,td,dom,ndom,dom,TD16
120,138,62,2017-05-23 19:49:57,L,R,td,ndom,ndom,ndom,TD16
64,102,46,2017-05-23 19:49:57,R,R,td,dom,ndom,dom,TD16
129,170,60,2017-05-23 19:49:58,L,R,td,ndom,ndom,ndom,TD16
39,19,41,2017-05-23 19:49:58,R,R,td,dom,ndom,dom,TD16
117,114,76,2017-05-23 19:49:59,L,R,td,ndom,ndom,ndom,TD16
9,0,1,2017-05-23 19:49:59,R,R,td,dom,ndom,dom,TD16
3,0,5,2017-05-23 19:50:00,R,R,td,dom,ndom,dom,TD16
99,94,38,2017-05-23 19:50:00,L,R,td,ndom,ndom,ndom,TD16
0,0,0,2017-12-03 18:37:30,R,R,td,dom,ndom,dom,TD17
91,103,62,2017-12-03 18:37:30,L,R,td,ndom,ndom,ndom,TD17
103,74,135,2017-12-03 18:37:31,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:31,R,R,td,dom,ndom,dom,TD17
133,127,114,2017-12-03 18:37:32,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:32,R,R,td,dom,ndom,dom,TD17
92,97,53,2017-12-03 18:37:33,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:33,R,R,td,dom,ndom,dom,TD17
38,106,41,2017-12-03 18:37:34,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:34,R,R,td,dom,ndom,dom,TD17
84,48,85,2017-12-03 18:37:35,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:35,R,R,td,dom,ndom,dom,TD17
83,61,70,2017-12-03 18:37:36,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:36,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:37,R,R,td,dom,ndom,dom,TD17
85,67,45,2017-12-03 18:37:37,L,R,td,ndom,ndom,ndom,TD17
66,31,76,2017-12-03 18:37:38,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:38,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:39,R,R,td,dom,ndom,dom,TD17
78,16,69,2017-12-03 18:37:39,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:40,R,R,td,dom,ndom,dom,TD17
100,21,52,2017-12-03 18:37:40,L,R,td,ndom,ndom,ndom,TD17
34,13,43,2017-12-03 18:37:41,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:41,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:42,R,R,td,dom,ndom,dom,TD17
38,59,65,2017-12-03 18:37:42,L,R,td,ndom,ndom,ndom,TD17
15,74,30,2017-12-03 18:37:43,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:43,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:44,R,R,td,dom,ndom,dom,TD17
75,94,91,2017-12-03 18:37:44,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:45,R,R,td,dom,ndom,dom,TD17
52,38,91,2017-12-03 18:37:45,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:46,R,R,td,dom,ndom,dom,TD17
69,97,52,2017-12-03 18:37:46,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:47,R,R,td,dom,ndom,dom,TD17
56,77,73,2017-12-03 18:37:47,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:48,R,R,td,dom,ndom,dom,TD17
57,73,89,2017-12-03 18:37:48,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:49,R,R,td,dom,ndom,dom,TD17
88,87,63,2017-12-03 18:37:49,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:50,R,R,td,dom,ndom,dom,TD17
90,19,50,2017-12-03 18:37:50,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:51,R,R,td,dom,ndom,dom,TD17
127,83,106,2017-12-03 18:37:51,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:52,R,R,td,dom,ndom,dom,TD17
58,36,32,2017-12-03 18:37:52,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:53,R,R,td,dom,ndom,dom,TD17
30,54,12,2017-12-03 18:37:53,L,R,td,ndom,ndom,ndom,TD17
109,54,77,2017-12-03 18:37:54,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:54,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:55,R,R,td,dom,ndom,dom,TD17
87,33,57,2017-12-03 18:37:55,L,R,td,ndom,ndom,ndom,TD17
117,70,47,2017-12-03 18:37:56,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:56,R,R,td,dom,ndom,dom,TD17
102,53,69,2017-12-03 18:37:57,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:57,R,R,td,dom,ndom,dom,TD17
121,48,42,2017-12-03 18:37:58,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:37:58,R,R,td,dom,ndom,dom,TD17
0,0,0,2017-12-03 18:37:59,R,R,td,dom,ndom,dom,TD17
187,69,24,2017-12-03 18:37:59,L,R,td,ndom,ndom,ndom,TD17
41,40,39,2017-12-03 18:38:00,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:38:00,R,R,td,dom,ndom,dom,TD17
55,48,53,2017-12-03 18:38:01,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:38:01,R,R,td,dom,ndom,dom,TD17
30,52,40,2017-12-03 18:38:02,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:38:02,R,R,td,dom,ndom,dom,TD17
49,73,29,2017-12-03 18:38:03,L,R,td,ndom,ndom,ndom,TD17
0,0,0,2017-12-03 18:38:03,R,R,td,dom,ndom,dom,TD17
